,date,0,1,2,3,4,0,0
283,2021-08-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.3659697
284,2021-08-20 06:00:00,0.0,0.0,0.0,0.0,0.0,135.167,7.430657
285,2021-08-20 07:00:00,0.0,0.0,40.36156952380953,0.0,132.43640000000002,0.5,7.6492987
286,2021-08-20 08:00:00,0.0,0.0,0.0,0.0,0.0,135.167,8.953119
287,2021-08-20 09:00:00,0.0,0.0,0.0,0.0,0.0,0.5,8.6409235
288,2021-08-20 10:00:00,0.0,0.0,0.0,0.0,0.0,135.194,8.467508
289,2021-08-20 11:00:00,0.0,0.0,0.0,0.0,0.0,70.006,7.765587
290,2021-08-20 12:00:00,0.0,0.0,0.0,0.0,0.0,70.061,8.915532
291,2021-08-20 13:00:00,0.0,0.0,0.0,0.0,0.0,69.932,12.206761
292,2021-08-20 14:00:00,0.0,0.0,0.0,0.0,0.0,70.077,10.34985
293,2021-08-20 15:00:00,0.0,15.74281129271917,0.0,0.0,0.0,0.5,7.1349864
294,2021-08-20 16:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.349296
295,2021-08-20 17:00:00,0.0,0.0,0.0,0.0,0.0,135.222,7.2293744
296,2021-08-20 18:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.297626
297,2021-08-20 19:00:00,0.0,0.0,0.0,0.0,0.0,69.425,7.337917
298,2021-08-20 20:00:00,0.0,0.0,0.0,0.0,0.0,69.835,7.421623
